#[0]step() [1]time(s) [2]xmin(m) [3]xmax(m) [4]ymin(m) [5]ymax(m) [6]zmin(m) [7]zmax(m) [8]pxmin(kg*m/s) [9]pxmax(kg*m/s) [10]pymin(kg*m/s) [11]pymax(kg*m/s) [12]pzmin(kg*m/s) [13]pzmax(kg*m/s) [14]gmin() [15]gmax() [16]wmin(1/m) [17]wmax(1/m)
1600 1.84918500001176e-13 1.10348203782000e-05 6.99999622900670e-05 0.00000000000000e+00 0.00000000000000e+00 2.65955703017141e-11 2.99999642659596e-05 -1.34952164476491e-21 1.07331644136648e-20 -5.87487486268842e-24 5.98593488832981e-24 -6.30116846283318e-21 6.10717077432621e-21 1.00000000325782e+00 4.47338309264706e+01 2.17744964096033e+10 2.17744964096033e+10
1608 1.85843092501182e-13 1.07918237896983e-05 6.99999680458426e-05 0.00000000000000e+00 0.00000000000000e+00 2.71736491103548e-11 2.99999894234104e-05 -1.24720335351467e-21 1.02912054050083e-20 -5.87941482378814e-24 5.98225928581357e-24 -5.95766797032434e-21 6.10555314157290e-21 1.00000000462662e+00 4.31517929455969e+01 2.17744964096033e+10 2.17744964096033e+10
1616 1.86767685001188e-13 1.05488406566284e-05 6.99999461604110e-05 0.00000000000000e+00 0.00000000000000e+00 7.73232984870140e-12 2.99999873739245e-05 -1.22887921889011e-21 9.21532313091307e-21 -5.87933737761423e-24 5.97704302279540e-24 -6.28817600838152e-21 6.16170934864444e-21 1.00000000374929e+00 4.04212385070893e+01 2.17744964096033e+10 2.17744964096033e+10
1624 1.87692277501194e-13 1.03058800512780e-05 6.99999991394120e-05 0.00000000000000e+00 0.00000000000000e+00 8.50997607536309e-12 2.99999494446497e-05 -1.22069646051486e-21 8.48591551693469e-21 -5.87739731504289e-24 5.97540122202545e-24 -6.03431307473059e-21 6.21586236280841e-21 1.00000000231444e+00 3.83138126794464e+01 2.17744964096033e+10 2.17744964096033e+10
1632 1.88616870001200e-13 1.00629573013575e-05 6.99999375473653e-05 0.00000000000000e+00 0.00000000000000e+00 1.81509237888902e-11 2.99999844572931e-05 -1.37633592569930e-21 9.34193575096348e-21 -5.88303720424950e-24 5.97954903050934e-24 -6.28046376919067e-21 6.02756509406197e-21 1.00000000439297e+00 4.04134322256298e+01 2.17744964096033e+10 2.17744964096033e+10
1640 1.89541462501206e-13 9.82009013679645e-06 6.99999995879516e-05 0.00000000000000e+00 0.00000000000000e+00 4.89170626849836e-11 2.99999885040211e-05 -1.26721303042784e-21 9.45683870704762e-21 -5.89172146566584e-24 5.97439878841660e-24 -5.94404874776128e-21 6.28485610187379e-21 1.00000000369399e+00 4.15905737178865e+01 2.17744964096033e+10 2.17744964096033e+10
1648 1.90466055001212e-13 9.57728956988463e-06 6.99999677857788e-05 0.00000000000000e+00 0.00000000000000e+00 9.64794387991386e-12 2.99999913935396e-05 -1.18243505939886e-21 1.10221857682364e-20 -5.88571414898689e-24 5.97422469030783e-24 -6.02067961915297e-21 6.09619020976505e-21 1.00000000215542e+00 4.60002252524669e+01 2.17744964096033e+10 2.17744964096033e+10
1656 1.91390647501218e-13 9.33456474893294e-06 6.99999287434288e-05 0.00000000000000e+00 0.00000000000000e+00 5.40355912306433e-12 2.99999906529335e-05 -1.40191243640040e-21 1.20620797442903e-20 -5.88938635865170e-24 5.97140506020387e-24 -6.31865341810812e-21 6.10649697720332e-21 1.00000000405362e+00 4.98717854900486e+01 2.17744964096033e+10 2.17744964096033e+10
1664 1.92315240001223e-13 9.09193162543401e-06 6.99999629676478e-05 0.00000000000000e+00 0.00000000000000e+00 2.03734893403562e-13 2.99999544502341e-05 -1.13429959057560e-21 1.19530478018643e-20 -5.89389784721914e-24 5.97697524158546e-24 -6.32322686336471e-21 6.28631837920249e-21 1.00000000143454e+00 4.95263683642115e+01 2.17744964096033e+10 2.17744964096033e+10
1672 1.93239832501229e-13 8.84800716800362e-06 6.99999553743468e-05 0.00000000000000e+00 0.00000000000000e+00 7.99630045572732e-11 2.99999925167132e-05 -1.31242144739294e-21 1.07581733283386e-20 -5.89112329815998e-24 5.97917783477505e-24 -6.14543523666372e-21 6.19929321345079e-21 1.00000000144069e+00 4.51881663192777e+01 2.17744964096033e+10 2.17744964096033e+10
1680 1.94164425001235e-13 8.60278432531662e-06 6.99999676210222e-05 0.00000000000000e+00 0.00000000000000e+00 7.82097383546492e-12 2.99999793507959e-05 -1.20489761837383e-21 9.15107567117589e-21 -5.89111103369672e-24 5.97961296299447e-24 -6.28197326304325e-21 6.15930867176203e-21 1.00000000059385e+00 4.04046782607741e+01 2.17744964096033e+10 2.17744964096033e+10
1688 1.95089017501241e-13 8.35722763675805e-06 6.99999949063589e-05 0.00000000000000e+00 0.00000000000000e+00 4.09315043579533e-11 2.99999500724304e-05 -1.27351783837047e-21 8.34801548928166e-21 -5.89223718313326e-24 5.96891848984447e-24 -6.18652996312603e-21 6.05981379739183e-21 1.00000000181266e+00 3.64809001132416e+01 2.17744964096033e+10 2.17744964096033e+10
1696 1.96013610001247e-13 8.11162707357495e-06 6.99999967886982e-05 0.00000000000000e+00 0.00000000000000e+00 2.49555826233055e-12 2.99999696951509e-05 -1.24863561519989e-21 8.38267607465849e-21 -5.88394407763087e-24 5.98200866102002e-24 -5.90794710053671e-21 6.15552858977701e-21 1.00000000293832e+00 3.65877138391042e+01 2.17744964096033e+10 2.17744964096033e+10
1704 1.96938202501253e-13 7.86599200855260e-06 6.99999718875152e-05 0.00000000000000e+00 0.00000000000000e+00 6.46952652483838e-11 2.99999820775875e-05 -1.21352967292710e-21 9.42346881616262e-21 -5.89055570836175e-24 5.97523512134834e-24 -6.04918700588025e-21 6.32562185629455e-21 1.00000000981736e+00 3.92518581413758e+01 2.17744964096033e+10 2.17744964096033e+10
1712 1.97862795001259e-13 7.62032393309071e-06 6.99999355737087e-05 0.00000000000000e+00 0.00000000000000e+00 8.62067628082874e-12 2.99999568189885e-05 -1.16741772527914e-21 1.11422843411856e-20 -5.88976141781821e-24 5.97271750783701e-24 -5.87410748356388e-21 6.19151866136349e-21 1.00000000762356e+00 4.55717898181820e+01 2.17744964096033e+10 2.17744964096033e+10
1720 1.98787387501265e-13 7.37462568231571e-06 6.99999945985099e-05 0.00000000000000e+00 0.00000000000000e+00 3.24576186985933e-11 2.99999902507376e-05 -1.24534255240545e-21 1.19504115279457e-20 -5.88696120896230e-24 5.96988222450463e-24 -6.01634506917876e-21 6.12442074936578e-21 1.00000000091940e+00 4.85429809911212e+01 2.17744964096033e+10 2.17744964096033e+10
1728 1.99711980001271e-13 7.12891035651955e-06 6.99999335498762e-05 0.00000000000000e+00 0.00000000000000e+00 1.24886086815981e-11 2.99999909018608e-05 -1.21600639228867e-21 1.20080411076850e-20 -5.88253190930991e-24 5.96727631316062e-24 -6.11269638902587e-21 5.98335660888935e-21 1.00000000111366e+00 4.87555828614826e+01 2.17744964096033e+10 2.17744964096033e+10
1736 2.00636572501276e-13 6.88318971240476e-06 6.99999624850396e-05 0.00000000000000e+00 0.00000000000000e+00 4.19342510748263e-11 2.99999541583167e-05 -1.15995302201484e-21 1.13952186758326e-20 -5.89009493637798e-24 5.97607775048621e-24 -6.10223963877372e-21 6.17799017424392e-21 1.00000000353557e+00 4.64970627679040e+01 2.17744964096033e+10 2.17744964096033e+10
1744 2.01561165001282e-13 6.63746867622636e-06 6.99999408735176e-05 0.00000000000000e+00 0.00000000000000e+00 4.90202956639860e-11 2.99999325744495e-05 -1.21801474273169e-21 1.01402393753933e-20 -5.88596953551043e-24 5.97809346189467e-24 -6.04993590098268e-21 5.92885563501644e-21 1.00000000142220e+00 4.18695477535756e+01 2.17744964096033e+10 2.17744964096033e+10
1752 2.02485757501288e-13 6.39174865808882e-06 6.99999772477403e-05 0.00000000000000e+00 0.00000000000000e+00 5.76136591031091e-11 2.99999801308226e-05 -1.16987759053076e-21 9.19005648640610e-21 -5.88675450535497e-24 5.96795610004029e-24 -6.13170802639710e-21 6.21560463418446e-21 1.00000000357998e+00 3.97495518054682e+01 2.17744964096033e+10 2.17744964096033e+10
1760 2.03410350001294e-13 6.14602410276038e-06 6.99999623409243e-05 0.00000000000000e+00 0.00000000000000e+00 3.13809990430789e-11 2.99999833609225e-05 -1.20937114568518e-21 8.41943424355096e-21 -5.87950141887361e-24 5.97306478351986e-24 -5.99833537483017e-21 6.24092238169060e-21 1.00000000245569e+00 3.78672177743348e+01 2.17744964096033e+10 2.17744964096033e+10
1768 2.04334942501300e-13 5.90028709677717e-06 6.99999809174725e-05 0.00000000000000e+00 0.00000000000000e+00 5.53698953752331e-12 2.99999868799853e-05 -1.17404190597774e-21 8.13862959933134e-21 -5.88081226108012e-24 5.96546662725455e-24 -6.00081714180574e-21 6.09088340426843e-21 1.00000000779621e+00 3.65978544641382e+01 2.17744964096033e+10 2.17744964096033e+10
1776 2.05259535001306e-13 5.65454210646757e-06 6.99999348536110e-05 0.00000000000000e+00 0.00000000000000e+00 4.22306826617332e-11 2.99999842469580e-05 -1.22027081689153e-21 8.03093159002056e-21 -5.87988591146123e-24 5.97468844895648e-24 -6.31887075075823e-21 6.14007110662288e-21 1.00000000377826e+00 3.74322104421502e+01 2.17744964096033e+10 2.17744964096033e+10
1784 2.06184127501312e-13 5.40879570697062e-06 6.99999956777623e-05 0.00000000000000e+00 0.00000000000000e+00 1.45914616619281e-12 2.99999659630545e-05 -1.10135652292266e-21 8.28443592899523e-21 -5.88079683345317e-24 5.96113391165843e-24 -6.30022855805343e-21 5.91462340820068e-21 1.00000000349265e+00 3.71201878072660e+01 2.17744964096033e+10 2.17744964096033e+10
1792 2.07108720001318e-13 5.16305272269896e-06 6.99999799352192e-05 0.00000000000000e+00 0.00000000000000e+00 2.32243033635446e-11 2.99999882273396e-05 -1.21710693515947e-21 9.41888662023179e-21 -5.87693313480395e-24 5.96396684237040e-24 -6.22242917560173e-21 6.04928302640055e-21 1.00000000134552e+00 4.07299759476405e+01 2.17744964096033e+10 2.17744964096033e+10
1800 2.08033312501323e-13 4.91731684304727e-06 6.99999610710899e-05 0.00000000000000e+00 0.00000000000000e+00 8.35955284250007e-11 2.99999952808560e-05 -1.30461497793572e-21 9.13111983653847e-21 -5.88581115392507e-24 5.96431516128857e-24 -5.97732469872647e-21 6.10115378640837e-21 1.00000000140831e+00 3.97331827489386e+01 2.17744964096033e+10 2.17744964096033e+10
1808 2.08957905001329e-13 4.67159583685802e-06 6.99999683858387e-05 0.00000000000000e+00 0.00000000000000e+00 2.71914871929575e-11 2.99999693013058e-05 -1.20804746516856e-21 1.01622178474024e-20 -5.88580205789024e-24 5.96739237660378e-24 -6.01772607953630e-21 5.98819471444313e-21 1.00000000266419e+00 4.32415841751888e+01 2.17744964096033e+10 2.17744964096033e+10
1816 2.09882497501335e-13 4.42589037573818e-06 6.99998711336263e-05 0.00000000000000e+00 0.00000000000000e+00 4.31396818516792e-11 2.99999579587479e-05 -1.26203123012778e-21 1.04189925730347e-20 -5.88802702783085e-24 5.96356015454960e-24 -6.11160661640717e-21 6.19184508319627e-21 1.00000000653503e+00 4.42424880836870e+01 2.17744964096033e+10 2.17744964096033e+10
1824 2.10807090001341e-13 4.18019747462214e-06 6.99999931826247e-05 0.00000000000000e+00 0.00000000000000e+00 8.36305838399612e-13 2.99999504144190e-05 -1.29088032839013e-21 9.91990656461955e-21 -5.88664358198410e-24 5.96483632013160e-24 -5.92965344740639e-21 6.10123645615029e-21 1.00000000214094e+00 4.26566716706031e+01 2.17744964096033e+10 2.17744964096033e+10
1832 2.11731682501347e-13 3.93450813815509e-06 6.99999590219872e-05 0.00000000000000e+00 0.00000000000000e+00 5.62831740563050e-11 2.99999867761548e-05 -1.25063411428243e-21 9.59861514331336e-21 -5.88448648336258e-24 5.96927264851460e-24 -6.07678972030576e-21 6.02160836285511e-21 1.00000000583587e+00 4.10229212556085e+01 2.17744964096033e+10 2.17744964096033e+10
1840 2.12656275001353e-13 3.68881786569028e-06 6.99998976765943e-05 0.00000000000000e+00 0.00000000000000e+00 1.15261721570857e-10 2.99999688856657e-05 -1.22703236715649e-21 8.97270442669209e-21 -5.88599440581420e-24 5.96204805570654e-24 -6.07058692049709e-21 6.09036164204731e-21 1.00000000347618e+00 3.86355581679918e+01 2.17744964096033e+10 2.17744964096033e+10
1848 2.13580867501359e-13 3.44312919975144e-06 6.99999756971602e-05 0.00000000000000e+00 0.00000000000000e+00 3.74250560958745e-12 2.99999927462540e-05 -1.20441697459886e-21 1.05590016844365e-20 -5.87617019959568e-24 5.96059946993001e-24 -5.95454254848811e-21 6.03246907861733e-21 1.00000000458559e+00 4.23756231044549e+01 2.17744964096033e+10 2.17744964096033e+10
1856 2.14505460001365e-13 3.19744216021991e-06 6.99999472142293e-05 0.00000000000000e+00 0.00000000000000e+00 3.99237199760430e-11 2.99999678245738e-05 -1.19504474113392e-21 1.20117393853618e-20 -5.88259310805652e-24 5.96590230745570e-24 -6.01839353796613e-21 5.93883656728375e-21 1.00000000126371e+00 4.78153593481235e+01 2.17744964096033e+10 2.17744964096033e+10
1864 2.15430052501371e-13 2.95175123197153e-06 6.99999928543990e-05 0.00000000000000e+00 0.00000000000000e+00 3.47796328668559e-11 2.99999818658427e-05 -1.14388120413528e-21 1.32851974149944e-20 -5.87884619165594e-24 5.97201843847567e-24 -5.95705662256297e-21 6.10946488328011e-21 1.00000000802967e+00 5.25718975994175e+01 2.17744964096033e+10 2.17744964096033e+10
1872 2.16354645001376e-13 2.70606192246915e-06 6.99999778219215e-05 0.00000000000000e+00 0.00000000000000e+00 7.69306651567627e-12 2.99999666981871e-05 -1.21343609729459e-21 1.43406649802837e-20 -5.89246160901508e-24 5.97498988086063e-24 -5.96816136625280e-21 6.02078298761974e-21 1.00000000197863e+00 5.65157128199545e+01 2.17744964096033e+10 2.17744964096033e+10
1880 2.17279237501382e-13 2.46038381647422e-06 6.99999699906826e-05 0.00000000000000e+00 0.00000000000000e+00 9.14565091823601e-11 2.99998682096759e-05 -1.16737732827719e-21 1.51426491313847e-20 -5.88735470483661e-24 5.97370960254468e-24 -6.14556869568208e-21 6.12754153076123e-21 1.00000000655202e+00 5.95170842941019e+01 2.17744964096033e+10 2.17744964096033e+10
1888 2.18203830001388e-13 2.21472339429866e-06 6.99999787070777e-05 0.00000000000000e+00 0.00000000000000e+00 6.12802024700437e-11 2.99999920721321e-05 -1.24303759500893e-21 1.56528288668791e-20 -5.89415592933769e-24 5.97741152818190e-24 -5.91362563392842e-21 6.03656150989766e-21 1.00000000710023e+00 6.14397343855616e+01 2.17744964096033e+10 2.17744964096033e+10
1896 2.19128422501394e-13 1.96908007285911e-06 6.99998304373078e-05 0.00000000000000e+00 0.00000000000000e+00 6.99251628910880e-11 2.99999272451651e-05 -1.18636941814535e-21 1.58323491074192e-20 -5.89723131330344e-24 5.97553615182099e-24 -5.90285209306485e-21 6.10736132763521e-21 1.00000000309894e+00 6.21462580218559e+01 2.17744964096033e+10 2.17744964096033e+10
1904 2.20053015001400e-13 1.72345867793258e-06 6.99999701954502e-05 0.00000000000000e+00 0.00000000000000e+00 2.87663532323160e-11 2.99999701784419e-05 -1.25700639090176e-21 1.56323826806175e-20 -5.90166602275897e-24 5.98338062633171e-24 -5.82593975812128e-21 6.11770378372016e-21 1.00000000414646e+00 6.14602696889484e+01 2.17744964096033e+10 2.17744964096033e+10
1912 2.20977607501406e-13 1.47786033446335e-06 6.99999987188228e-05 0.00000000000000e+00 0.00000000000000e+00 1.74874436014157e-11 2.99999913378183e-05 -1.24112870842459e-21 1.49934194144145e-20 -5.90031137599390e-24 5.98329848563979e-24 -6.24222569919316e-21 6.01728046861715e-21 1.00000000276789e+00 5.91672185385504e+01 2.17744964096033e+10 2.17744964096033e+10
1920 2.21902200001412e-13 1.23227651542661e-06 6.99999740726047e-05 0.00000000000000e+00 0.00000000000000e+00 1.50436024721297e-11 2.99999689992951e-05 -1.24559562655262e-21 1.38354992408418e-20 -5.90237519611029e-24 5.98443526259946e-24 -6.01126438464466e-21 5.95405875971402e-21 1.00000000780479e+00 5.49798353507578e+01 2.17744964096033e+10 2.17744964096033e+10
1928 2.22826792501418e-13 9.86706216173299e-07 6.99999726864311e-05 0.00000000000000e+00 0.00000000000000e+00 1.64146286845313e-11 2.99999900464945e-05 -1.27969634558534e-21 1.20423599138424e-20 -5.88906992443229e-24 5.98234079469587e-24 -5.84124879465101e-21 5.93496509486904e-21 1.00000000612184e+00 4.84750313947459e+01 2.17744964096033e+10 2.17744964096033e+10
1936 2.23751385001423e-13 7.41153139882553e-07 6.99999479673947e-05 0.00000000000000e+00 0.00000000000000e+00 1.27882892766764e-12 2.99999852313042e-05 -1.28468205710590e-21 1.02364353427996e-20 -5.88869679330934e-24 5.98112283736935e-24 -5.98515263840782e-21 5.85862204654734e-21 1.00000000269850e+00 4.33295753212070e+01 2.17744964096033e+10 2.17744964096033e+10
1944 2.24675977501429e-13 4.95622182039465e-07 6.99999934454860e-05 0.00000000000000e+00 0.00000000000000e+00 4.83935306074844e-12 2.99999587398552e-05 -1.30186823222677e-21 9.31446642575611e-21 -5.88915597472185e-24 5.97736559301897e-24 -5.77368894894623e-21 6.08273428964656e-21 1.00000000408991e+00 3.99748347648914e+01 2.17744964096033e+10 2.17744964096033e+10
1952 2.25600570001435e-13 2.50120550950610e-07 6.99998987572580e-05 0.00000000000000e+00 0.00000000000000e+00 1.43218628789906e-11 2.99999896027505e-05 -1.30612933308834e-21 9.63578092874745e-21 -5.87565686873664e-24 5.97539650678277e-24 -5.89675447466088e-21 5.82918090276932e-21 1.00000000706039e+00 4.10433156149014e+01 2.17744964096033e+10 2.17744964096033e+10
1960 2.26525162501441e-13 4.65608737991568e-09 6.99999948857946e-05 0.00000000000000e+00 0.00000000000000e+00 2.57763366083457e-11 2.99999990380601e-05 -1.31175123598391e-21 9.77791067779119e-21 -5.87204065500038e-24 5.97097400275923e-24 -5.87278034994600e-21 5.85869546540895e-21 1.00000000689147e+00 4.14759205867170e+01 2.17744964096033e+10 2.17744964096033e+10
1968 2.27449755001447e-13 4.75633521362306e-09 6.99999437722050e-05 0.00000000000000e+00 0.00000000000000e+00 1.62221187614072e-12 2.99999761078415e-05 -1.18705691815938e-21 1.06982829328055e-20 -5.86057040318294e-24 5.96936410491934e-24 -5.90943387474949e-21 5.98422749024407e-21 1.00000001156030e+00 4.48978831687395e+01 2.17744964096033e+10 2.17744964096033e+10
1976 2.28374347501453e-13 4.08792920066248e-09 6.99999677096601e-05 0.00000000000000e+00 0.00000000000000e+00 1.67761477385081e-11 2.99999797133706e-05 -1.25197409813624e-21 1.28651258905927e-20 -5.86733233603028e-24 5.95712507422508e-24 -5.88875895566678e-21 6.71737958417787e-21 1.00000000882482e+00 5.31535265464605e+01 2.17744964096033e+10 2.17744964096033e+10
1984 2.29298940001458e-13 2.25060323469437e-09 6.99999914242539e-05 0.00000000000000e+00 0.00000000000000e+00 1.10276799221128e-11 2.99999821035034e-05 -1.23164741801515e-21 1.55332053568415e-20 -5.86258558770468e-24 5.95509259621142e-24 -5.94682476968549e-21 7.34931524066493e-21 1.00000000718988e+00 6.29320156906400e+01 2.17744964096033e+10 2.17744964096033e+10
1992 2.30223532501464e-13 3.13738329374457e-09 6.99999911959497e-05 0.00000000000000e+00 0.00000000000000e+00 6.01872211454223e-12 2.99999945762291e-05 -1.32614346256498e-21 1.72926835823044e-20 -5.86844141618941e-24 5.95032248194233e-24 -5.89368228246826e-21 7.74082089617959e-21 1.00000000976025e+00 6.93835881516623e+01 2.17744964096033e+10 2.17744964096033e+10
2000 2.31148125001470e-13 2.13372106557487e-09 6.99999966419488e-05 0.00000000000000e+00 0.00000000000000e+00 3.51047755995553e-12 2.99999780204259e-05 -1.21111632249011e-21 1.82355104208885e-20 -5.87087420663446e-24 5.95226977751247e-24 -5.84758731555973e-21 7.94615372298295e-21 1.00000000179834e+00 7.28451499869226e+01 2.17744964096033e+10 2.17744964096033e+10
2008 2.32072717501475e-13 1.02477650571908e-08 6.99999071019327e-05 0.00000000000000e+00 0.00000000000000e+00 8.02421479746863e-11 2.99999625604347e-05 -1.18632452652483e-21 1.83966838663778e-20 -5.86025210572771e-24 5.95156476916755e-24 -5.79247233116691e-21 7.98660358048524e-21 1.00000000396390e+00 7.34453746634049e+01 2.17744964096033e+10 2.17744964096033e+10
2016 2.32997310001481e-13 2.42548905771391e-09 6.99999955367750e-05 0.00000000000000e+00 0.00000000000000e+00 2.23145175839816e-12 2.99998901425252e-05 -1.18591518781153e-21 1.77694176990931e-20 -5.86225923342046e-24 5.95448985410689e-24 -5.92062300421275e-21 7.85981717310863e-21 1.00000000461308e+00 7.11554735433578e+01 2.17744964096033e+10 2.17744964096033e+10
2024 2.33921902501487e-13 9.00128823332442e-10 6.99999727260304e-05 0.00000000000000e+00 0.00000000000000e+00 1.96795515838545e-11 2.99999644430759e-05 -1.28856014277476e-21 1.63001403654982e-20 -5.86566229326109e-24 5.95542644703585e-24 -5.97179105411179e-21 7.54727095901397e-21 1.00000000101487e+00 6.57824851183169e+01 2.17744964096033e+10 2.17744964096033e+10
2032 2.34846495001492e-13 1.49484496372811e-09 6.99999319011987e-05 0.00000000000000e+00 0.00000000000000e+00 7.71662521240647e-11 2.99999998891120e-05 -1.21844512999385e-21 1.38719419482415e-20 -5.86019443597696e-24 5.95219131133020e-24 -5.89692329207577e-21 6.99356936320630e-21 1.00000000859829e+00 5.68948236369034e+01 2.17744964096033e+10 2.17744964096033e+10
2040 2.35771087501498e-13 5.57674959953794e-09 6.99998457040149e-05 0.00000000000000e+00 0.00000000000000e+00 3.40115744338352e-11 2.99999828918950e-05 -1.29576352690896e-21 1.20967142837844e-20 -5.86905006734785e-24 5.96191365283572e-24 -5.85859497888689e-21 6.06219742607864e-21 1.00000001079157e+00 4.82650850047801e+01 2.17744964096033e+10 2.17744964096033e+10
2048 2.36695680001504e-13 1.66371027844058e-09 6.99999741070963e-05 0.00000000000000e+00 0.00000000000000e+00 4.63227328064276e-12 2.99999977401052e-05 -1.38788943893546e-21 1.35016039832671e-20 -5.86956216635182e-24 5.96061597670274e-24 -5.72452941058441e-21 5.79324863236086e-21 1.00000000737709e+00 5.34816893571339e+01 2.17744964096033e+10 2.17744964096033e+10
2056 2.37620272501510e-13 3.67540806064210e-09 6.99998764927091e-05 0.00000000000000e+00 0.00000000000000e+00 3.21458868367524e-12 2.99999971633818e-05 -1.27500667205211e-21 1.46300176576155e-20 -5.86123425457506e-24 5.96621703453810e-24 -5.76189953125365e-21 5.82598684837985e-21 1.00000001119424e+00 5.76718022191276e+01 2.17744964096033e+10 2.17744964096033e+10
2064 2.38544865001515e-13 1.24825079831964e-08 6.99999850388284e-05 0.00000000000000e+00 0.00000000000000e+00 2.56505519779973e-11 2.99999896942153e-05 -1.24666514612353e-21 1.54460052553854e-20 -5.87148614765285e-24 5.96494638052475e-24 -5.86750938314984e-21 6.02161913458039e-21 1.00000001121548e+00 6.07139346036985e+01 2.17744964096033e+10 2.17744964096033e+10
2072 2.39469457501521e-13 4.94508655137178e-09 6.99999884828485e-05 0.00000000000000e+00 0.00000000000000e+00 1.42148224701406e-10 2.99999573700238e-05 -1.33474867521353e-21 1.59153529696526e-20 -5.87810457418677e-24 5.96966925816599e-24 -5.79656490544549e-21 6.14762054819857e-21 1.00000000894704e+00 6.24828512324557e+01 2.17744964096033e+10 2.17744964096033e+10
2080 2.40394050001527e-13 3.67188026857815e-09 6.99999278702126e-05 0.00000000000000e+00 0.00000000000000e+00 6.13002138639799e-11 2.99999629478476e-05 -1.25191358192428e-21 1.60010233139383e-20 -5.87721884177798e-24 5.96352343452758e-24 -5.88962851523259e-21 6.87117517094686e-21 1.00000000645241e+00 6.28452674097772e+01 2.17744964096033e+10 2.17744964096033e+10
2088 2.41318642501532e-13 1.44738122636472e-09 6.99999883392999e-05 0.00000000000000e+00 0.00000000000000e+00 1.62196782798172e-11 2.99999355736723e-05 -1.25219194536693e-21 1.56565285831533e-20 -5.87717358680906e-24 5.96631149033239e-24 -5.66505237495890e-21 7.40231080445001e-21 1.00000000543196e+00 6.24048994258422e+01 2.17744964096033e+10 2.17744964096033e+10
2096 2.42243235001538e-13 3.13439863639166e-10 6.99998982755198e-05 0.00000000000000e+00 0.00000000000000e+00 9.40796658649044e-13 2.99998861903255e-05 -1.28579195267496e-21 1.65302974051730e-20 -5.86979266642516e-24 5.96241345321238e-24 -5.66446727208744e-21 7.68020760150872e-21 1.00000001503988e+00 6.67517406669161e+01 2.17744964096033e+10 2.17744964096033e+10
2104 2.43167827501544e-13 3.32956283145229e-09 6.99999935903183e-05 0.00000000000000e+00 0.00000000000000e+00 1.71458815773225e-12 2.99999137734591e-05 -1.31923452249541e-21 1.68499286120517e-20 -5.85783982500504e-24 5.96163485846225e-24 -5.69895120405533e-21 7.75723479437494e-21 1.00000001850255e+00 6.79323137831043e+01 2.17744964096033e+10 2.17744964096033e+10
2112 2.44092420001549e-13 9.88863053700789e-09 6.99999886235164e-05 0.00000000000000e+00 0.00000000000000e+00 5.61587718467043e-11 2.99999986004396e-05 -1.23298994459915e-21 1.63638421522792e-20 -5.85430407247812e-24 5.95745786888138e-24 -5.72594771880792e-21 7.65053594821391e-21 1.00000001084966e+00 6.61534466456408e+01 2.17744964096033e+10 2.17744964096033e+10
2120 2.45017012501555e-13 1.09531090444462e-08 6.99999882641868e-05 0.00000000000000e+00 0.00000000000000e+00 3.32377087821061e-12 2.99999867493234e-05 -1.31553804897368e-21 1.61007751513265e-20 -5.85482331922278e-24 5.96515984808358e-24 -5.71334382194287e-21 7.34960442050336e-21 1.00000000395040e+00 6.25670830880910e+01 2.17744964096033e+10 2.17744964096033e+10
2128 2.45941605001561e-13 1.01707062617009e-09 6.99999586693855e-05 0.00000000000000e+00 0.00000000000000e+00 3.70379317048486e-11 2.99999828569945e-05 -1.25920202805065e-21 1.78533426500795e-20 -5.84720399877484e-24 5.96954851999733e-24 -6.07789080530212e-21 6.81746080878689e-21 1.00000000707983e+00 6.90664507528919e+01 2.17744964096033e+10 2.17744964096033e+10
2136 2.46866197501566e-13 1.41809757762111e-10 6.99999578073035e-05 0.00000000000000e+00 0.00000000000000e+00 6.89419679726757e-11 2.99999584231437e-05 -1.25426795836917e-21 1.95070120563907e-20 -5.84222865181631e-24 5.97378370171445e-24 -6.40793672959736e-21 5.95976161293684e-21 1.00000001683981e+00 7.51919549186607e+01 2.17744964096033e+10 2.17744964096033e+10
2144 2.47790790001572e-13 7.91248753232440e-09 6.99999902017855e-05 0.00000000000000e+00 0.00000000000000e+00 7.62631504916899e-12 2.99999970418343e-05 -1.24898355823792e-21 2.10387969741709e-20 -5.84209613302209e-24 5.97055896598760e-24 -6.70496484341889e-21 5.69477143232682e-21 1.00000000412250e+00 8.08629924373813e+01 2.17744964096033e+10 2.17744964096033e+10
2152 2.48715382501578e-13 4.74694842414210e-10 6.99999692039678e-05 0.00000000000000e+00 0.00000000000000e+00 9.49430370477192e-11 2.99998370022663e-05 -1.25610122809645e-21 2.24279458134990e-20 -5.85051409042395e-24 5.97281302303762e-24 -6.96967481460897e-21 5.95542092203885e-21 1.00000000881135e+00 8.60057535996958e+01 2.17744964096033e+10 2.17744964096033e+10
2160 2.49639975001583e-13 1.37653295136956e-09 6.99999928187154e-05 0.00000000000000e+00 0.00000000000000e+00 1.34308283215483e-11 2.99998885023890e-05 -1.26720191186669e-21 2.36594404450626e-20 -5.85753345143357e-24 5.96975210705051e-24 -7.20513127446314e-21 6.81456099878538e-21 1.00000000672207e+00 9.05690880588310e+01 2.17744964096033e+10 2.17744964096033e+10
