#[0]step() [1]time(s) [2]total_x(kg*m/s) [3]total_y(kg*m/s) [4]total_z(kg*m/s) [5]ele_x(kg*m/s) [6]ele_y(kg*m/s) [7]ele_z(kg*m/s) [8]ion_x(kg*m/s) [9]ion_y(kg*m/s) [10]ion_z(kg*m/s) [11]total_mean_x(kg*m/s) [12]total_mean_y(kg*m/s) [13]total_mean_z(kg*m/s) [14]ele_mean_x(kg*m/s) [15]ele_mean_y(kg*m/s) [16]ele_mean_z(kg*m/s) [17]ion_mean_x(kg*m/s) [18]ion_mean_y(kg*m/s) [19]ion_mean_z(kg*m/s)
1440 1.66426650001059e-13 2.34848810510285e-06 5.63275048309931e-11 2.91210850379094e-08 2.68989930088229e-07 4.54740557825188e-12 -3.59987246243213e-10 2.07949817501462e-06 5.17800992527412e-11 2.94810722841526e-08 5.04239862973190e-23 1.20939821904517e-27 6.25253834466535e-25 1.15508735338403e-23 1.95273134292569e-28 -1.54584491463562e-26 8.92970990607976e-23 2.22352330379778e-27 1.26596611807943e-24
1448 1.67351242501065e-13 2.39313824648995e-06 5.60304037446484e-11 -1.58432294960567e-08 2.78718974621168e-07 -4.86692661856218e-12 1.96180164383418e-09 2.11441927186878e-06 6.08973303632106e-11 -1.78050311398909e-08 5.13826618437629e-23 1.20301921245186e-27 -3.40167269861245e-25 1.19686548350519e-23 -2.08993897470636e-28 8.42430148926986e-26 9.07966688524739e-23 2.61503232237436e-27 -7.64577554615188e-25
1456 1.68275835001071e-13 2.43733462640240e-06 5.57746088977454e-11 -1.97581463044776e-09 2.89409909879856e-07 -1.38324027598373e-11 2.06809561529640e-09 2.14792471652254e-06 6.96070116575826e-11 -4.04391024574416e-09 5.23315947552195e-23 1.19752708505844e-27 -4.24223778844207e-26 1.24277413186652e-23 -5.93986306088177e-28 8.88074542431496e-26 9.22354481917738e-23 2.98904047620506e-27 -1.73652210011991e-25
1464 1.69200427501076e-13 2.47334711973510e-06 5.50468852073702e-11 2.14172775644538e-08 2.93516423332516e-07 -2.24598735856717e-11 -9.70366322618519e-10 2.17983069640259e-06 7.75067587930419e-11 2.23876438870723e-08 5.31048128381192e-23 1.18190225421004e-27 4.59846702263198e-25 1.26040818141667e-23 -9.64464206110021e-28 -4.16691385822056e-26 9.36055438620717e-23 3.32826871453010e-27 9.61362543108602e-25
1472 1.70125020001082e-13 2.51316969649798e-06 5.31782821171991e-11 -1.62282180766111e-08 3.03163711237075e-07 -3.10488832822069e-11 1.68848197253486e-09 2.21000598526090e-06 8.42271653994060e-11 -1.79167000491460e-08 5.39598365704738e-23 1.14178179696387e-27 -3.48433293805892e-25 1.30183523502183e-23 -1.33329052147828e-27 7.25062150933392e-26 9.49013207907293e-23 3.61685411540602e-27 -7.69372802705123e-25
1480 1.71049612501088e-13 2.55126331863351e-06 5.20069540696053e-11 9.49617194891157e-10 3.12523582842083e-07 -3.74745022852120e-11 -2.07512602149501e-09 2.23873973579142e-06 8.94814563548173e-11 3.02474321638617e-09 5.47777382138346e-23 1.11663241285875e-27 2.03890683196767e-26 1.34202807538837e-23 -1.60921725396231e-27 -8.91093515404390e-26 9.61351956737855e-23 3.84248207967982e-27 1.29887488179792e-25
1488 1.71974205001094e-13 2.59270250786434e-06 5.08555915035881e-11 1.16303220596696e-08 3.26908122612312e-07 -4.21662885731140e-11 -3.42064896660882e-09 2.26579438525203e-06 9.30218800767021e-11 1.50509710262784e-08 5.56674719558993e-23 1.09191170419263e-27 2.49712655089008e-25 1.40379767385397e-23 -1.81069033528393e-27 -1.46888337433302e-25 9.72969671732589e-23 3.99451374366919e-27 6.46313647611317e-25
1496 1.72898797501100e-13 2.63468147787400e-06 4.99621570595251e-11 -8.66695217319758e-09 3.43491923592466e-07 -4.47187641261108e-11 6.84959756154743e-09 2.29118955428153e-06 9.46809211856360e-11 -1.55165497347450e-08 5.65687952387140e-23 1.07272892610357e-27 -1.86086647265218e-25 1.47501126455207e-23 -1.92029786706482e-27 2.94133074666343e-25 9.83874778319073e-23 4.06575571927196e-27 -6.66306369196778e-25
1504 1.73823390001106e-13 2.66292575578155e-06 4.95942966167634e-11 1.15615502301613e-08 3.47618908277924e-07 -4.48516829085324e-11 4.18431770326271e-09 2.31530684750363e-06 9.44459795252959e-11 7.37723252689863e-09 5.71752232972992e-23 1.06483065747499e-27 2.48236066903941e-25 1.49273322096962e-23 -1.92600561993691e-27 1.79681539007589e-25 9.94231143849023e-23 4.05566693488688e-27 3.16790594800293e-25
1512 1.74747982501112e-13 2.70279853121948e-06 4.94967981910837e-11 9.30694682786359e-09 3.65001392707720e-07 -4.28790051576287e-11 8.13811537769701e-10 2.33779713851176e-06 9.23758033487124e-11 8.49313529009389e-09 5.80313248368172e-23 1.06273728545841e-27 1.99827862997636e-25 1.56737649080751e-23 -1.84129556697606e-27 3.49464165817458e-26 1.00388884765559e-22 3.96677013789287e-27 3.64709309413526e-25
1520 1.75672575001118e-13 2.74082694153842e-06 4.91547820666273e-11 -1.16915883796475e-08 3.81952315771044e-07 -3.93668981634054e-11 -4.44932365302161e-11 2.35887462576737e-06 8.85216802300327e-11 -1.16470951431173e-08 5.88478263284213e-23 1.05539391576640e-27 -2.51028093763081e-25 1.64016656459283e-23 -1.69047987021640e-27 -1.91061333821381e-27 1.01293987010914e-22 3.80126770174920e-27 -5.00145574187948e-25
1528 1.76597167501123e-13 2.77763558785418e-06 5.00816551109489e-11 9.62219432098067e-09 3.98805292148477e-07 -3.30501013728661e-11 3.74591735111566e-10 2.37883029570570e-06 8.31317564838150e-11 9.24760258586911e-09 5.96381384758050e-23 1.07529464832054e-27 2.06596487986053e-25 1.71253603907118e-23 -1.41922614394286e-27 1.60855901099208e-26 1.02150916560898e-22 3.56981544058395e-27 3.97107385862185e-25
1536 1.77521760001129e-13 2.81094287941274e-06 5.13547493822410e-11 1.04443914135088e-08 4.13560077394696e-07 -2.51411848816389e-11 6.95058139046858e-09 2.39738280201805e-06 7.64959342638799e-11 3.49381002304025e-09 6.03532736342504e-23 1.10262903760331e-27 2.24249741088444e-25 1.77589553299058e-23 -1.07960415828004e-27 2.98469487692840e-25 1.02947591938595e-22 3.28486223348665e-27 1.50029994484049e-25
1544 1.78446352501135e-13 2.84027346202157e-06 5.24811422726857e-11 -8.60598095909294e-09 4.25428223845570e-07 -1.64700604163430e-11 -1.33178820339137e-09 2.41484523817600e-06 6.89512026890287e-11 -7.27419275570157e-09 6.09830255552186e-23 1.12681362663732e-27 -1.84777544758859e-25 1.82685932137112e-23 -7.07251698610008e-28 -5.71891933136245e-26 1.03697457896726e-22 2.96087895188465e-27 -3.12365896204094e-25
1552 1.79370945001141e-13 2.87200707242137e-06 5.41227424922052e-11 1.58125938724396e-08 4.40618498147075e-07 -6.70475857985624e-12 6.55986637888105e-09 2.43138857427430e-06 6.08275010720614e-11 9.25272749355855e-09 6.16643724747485e-23 1.16206014408609e-27 3.39509497628069e-25 1.89208887749000e-23 -2.87913448676119e-28 2.81691537361613e-25 1.04407856174597e-22 2.61203373684829e-27 3.97327457894525e-25
1560 1.80295537501147e-13 2.90686646931288e-06 5.55371396442497e-11 7.66302539896226e-09 4.60072665258712e-07 2.93712992587208e-12 7.24266959391171e-09 2.44679380405417e-06 5.26000097183776e-11 4.20355805050550e-10 6.24128326212448e-23 1.19242842334571e-27 1.64531507259373e-25 1.97562829621062e-23 1.26125228238389e-28 3.11012239377230e-25 1.05069382280383e-22 2.25873161845302e-27 1.80507751415153e-26
1568 1.81220130001153e-13 2.93585087414015e-06 5.76573326170047e-11 -5.25329497548171e-09 4.74351058584377e-07 1.30750888290682e-11 -2.15906289403649e-09 2.46149981555577e-06 4.45822437879365e-11 -3.09423208144522e-09 6.30351518182935e-23 1.23795072391584e-27 -1.12792597622232e-25 2.03694208424614e-23 5.61465990413685e-28 -9.27137399992731e-26 1.05700882794126e-22 1.91443545741799e-27 -1.32871455245191e-25
1576 1.82144722501159e-13 2.96622744225322e-06 5.84744084399526e-11 4.62075909538653e-09 4.90685636188719e-07 2.13261333206988e-11 -3.58181277657057e-09 2.47554180606450e-06 3.71482751192538e-11 8.20257187195711e-09 6.36873619150638e-23 1.25549401911528e-27 9.92115279624882e-26 2.10708546845185e-23 9.15779519599159e-28 -1.53808978613027e-25 1.06303869145609e-22 1.59520851863140e-27 3.52232034538004e-25
1584 1.83069315001165e-13 2.99929371910749e-06 5.73874569917695e-11 1.68670721627491e-10 5.10607584325521e-07 2.67434112578258e-11 1.06235780929846e-09 2.48868613478197e-06 3.06440457339437e-11 -8.93687087670965e-10 6.43973222880290e-23 1.23215627053995e-27 3.62150020586587e-27 2.19263361644403e-23 1.14840641507027e-27 4.56194055252148e-26 1.06868308411618e-22 1.31590612600963e-27 -3.83764051134831e-26
1592 1.83993907501171e-13 3.02366104335994e-06 5.76686284043483e-11 2.53869426553488e-09 5.22111292336997e-07 3.23173014454735e-11 2.18937076980837e-09 2.50154975102295e-06 2.53513269588747e-11 3.49323495726508e-10 6.49205089380011e-23 1.23819325383327e-27 5.45078702252174e-26 2.24203244574860e-23 1.38775850021307e-27 9.40152104298038e-26 1.07420693418516e-22 1.08862800745348e-27 1.50005300206309e-26
1600 1.84918500001176e-13 3.05615894416641e-06 5.75068351958927e-11 1.10962525648260e-08 5.42201091181207e-07 3.61299917598082e-11 4.44866866103894e-09 2.51395785298520e-06 2.13768434360844e-11 6.64758390378710e-09 6.56182658060884e-23 1.23471941953603e-27 2.38245740340199e-25 2.32830137250495e-23 1.55148174305020e-27 1.91033207379789e-25 1.07953517887127e-22 9.17957096021866e-28 2.85458273300609e-25
1608 1.85843092501182e-13 3.08375269111538e-06 5.66638068302992e-11 1.61104445186774e-09 5.57939147365145e-07 3.77172448314645e-11 2.63613274905249e-09 2.52581354375023e-06 1.89465619988346e-11 -1.02508829718474e-09 6.62107264257626e-23 1.21661890173372e-27 3.45904597893602e-26 2.39588319483916e-23 1.61964102132091e-27 1.13199910467773e-25 1.08462620903134e-22 8.13596782146530e-28 -4.40189908890528e-26
1616 1.86767685001188e-13 3.10640662081892e-06 5.63794810302384e-11 1.06641883656351e-08 5.68643877736326e-07 3.82693354212186e-11 7.79696748140151e-09 2.53776274308259e-06 1.81101456090198e-11 2.86722088423359e-09 6.66971250745228e-23 1.21051419112646e-27 2.28968963842064e-25 2.44185108170051e-23 1.64334870650964e-27 3.34814709590035e-25 1.08975739332041e-22 7.77679675743279e-28 1.23123218094094e-25
1624 1.87692277501194e-13 3.13206575888997e-06 5.63944494219706e-11 1.98673731661768e-09 5.82593371505906e-07 3.76105340719701e-11 -3.23646465451636e-09 2.54947238738406e-06 1.87839153500005e-11 5.22320197113404e-09 6.72480480379752e-23 1.21083557490437e-27 4.26568970103916e-26 2.50175252051669e-23 1.61505868440139e-27 -1.38979157728323e-25 1.09478570870783e-22 8.06612465407351e-28 2.24292951749106e-25
1632 1.88616870001200e-13 3.15885080176928e-06 5.64153457247136e-11 -5.31108960657071e-09 5.97934436168516e-07 3.53157157898361e-11 -5.25946146595824e-09 2.56091636560076e-06 2.10996299348775e-11 -5.16281406124654e-11 6.78231451109324e-23 1.21128423584538e-27 -1.14033496258149e-25 2.56762959544443e-23 1.51651538297974e-27 -2.25849994568434e-25 1.09969994267420e-22 9.06053088711021e-28 -2.21699794786485e-27
1640 1.89541462501206e-13 3.18782888973318e-06 5.63892671688992e-11 -8.87455816744784e-09 6.15068917929431e-07 3.15304794579981e-11 -1.35112517640293e-08 2.57275997180375e-06 2.48587877109011e-11 4.63669359658143e-09 6.84453286796885e-23 1.21072430763532e-27 -1.90544120048056e-25 2.64120790070786e-23 1.35397105966467e-27 -5.80195549918872e-25 1.10478578352298e-22 1.06747755560596e-27 1.99107309822759e-25
1648 1.90466055001212e-13 3.21440420482740e-06 5.55830234821061e-11 3.08559636263365e-09 6.29929703302034e-07 2.56655554385007e-11 -9.73759740839565e-10 2.58447450152536e-06 2.99174680436054e-11 4.05935610347322e-09 6.90159227232547e-23 1.19341358737797e-27 6.62503115814941e-26 2.70502257674283e-23 1.10212149930167e-27 -4.18148575862808e-26 1.10981619679081e-22 1.28470567545427e-27 1.74315480749269e-25
1656 1.91390647501218e-13 3.23452555229111e-06 5.36684996129595e-11 1.29875545084628e-08 6.38334468160385e-07 1.75772287463300e-11 1.18387959340368e-08 2.59619108413073e-06 3.60912708666295e-11 1.14875857442608e-09 6.94479447320481e-23 1.15230717294309e-27 2.78853560785539e-25 2.74111403040008e-23 7.54795342181192e-28 5.08377523954699e-25 1.11484749160095e-22 1.54981900370499e-27 4.93295976163791e-26
1664 1.92315240001223e-13 3.25925194572651e-06 5.20286185703113e-11 1.31786642746342e-08 6.50747137698037e-07 8.82718352321019e-12 7.65320235006407e-09 2.60850480802847e-06 4.32014350471011e-11 5.52546192457014e-09 6.99788408950132e-23 1.11709756764679e-27 2.82956845877668e-25 2.79441609118717e-23 3.79053894334097e-28 3.28641196514248e-25 1.12013520878155e-22 1.85514124095948e-27 2.37272495241087e-25
1672 1.93239832501229e-13 3.27520710851987e-06 5.08661701514943e-11 1.11117821321075e-08 6.54464733827901e-07 1.05195472865510e-13 7.52949885381355e-09 2.62074237469197e-06 5.07609746786288e-11 3.58228327829394e-09 7.03214114655501e-23 1.09213883653191e-27 2.38579173022315e-25 2.81038006527790e-23 4.51726799959941e-30 3.23329163307596e-25 1.12539022278321e-22 2.17976040506421e-27 1.53829182737034e-25
1680 1.94164425001235e-13 3.29495909138738e-06 4.99340310849235e-11 9.19054799209346e-09 6.61794666597534e-07 -8.52708621687260e-12 6.27978031300346e-09 2.63316442478984e-06 5.84611173017961e-11 2.91076767909000e-09 7.07455029102936e-23 1.07212503811503e-27 1.97328683509716e-25 2.84185601175880e-23 -3.66167218493799e-28 2.69664177361624e-25 1.13072445702999e-22 2.51041729472386e-27 1.24993189657808e-25
1688 1.95089017501241e-13 3.31182164899620e-06 4.95212229452030e-11 -1.87639615936307e-09 6.65694411528153e-07 -1.64945712197004e-11 -8.27427775870756e-09 2.64612723746805e-06 6.60157941649033e-11 6.39788159934449e-09 7.11075559996653e-23 1.06326170517523e-27 -4.02877809014586e-26 2.85860216299689e-23 -7.08304233140579e-28 -3.55311204190246e-25 1.13629090369362e-22 2.83482764349103e-27 2.74735642387329e-25
1696 1.96013610001247e-13 3.32832562996087e-06 4.88240371645893e-11 -7.27851866421369e-09 6.69436559059238e-07 -2.43043072223383e-11 -1.11200113645115e-08 2.65888907090163e-06 7.31283443869277e-11 3.84149270029786e-09 7.14619101512599e-23 1.04829254856253e-27 -1.56275828943583e-25 2.87467156487463e-23 -1.04366724420037e-27 -4.77511722926615e-25 1.14177104653773e-22 3.14025234132542e-27 1.64960065039450e-25
1704 1.96938202501253e-13 3.34871820952122e-06 4.78243649284339e-11 -6.38723358239743e-09 6.77026505364707e-07 -3.15844036754106e-11 -1.10696876970442e-08 2.67169170415652e-06 7.94087686038445e-11 4.68245411464676e-09 7.18997557379945e-23 1.02682875701588e-27 -1.37139199443584e-25 2.90726405258388e-23 -1.35628665495680e-27 -4.75350741218178e-25 1.14726870950150e-22 3.40994416898856e-27 2.01072342331010e-25
1712 1.97862795001259e-13 3.36709483099806e-06 4.77671086024641e-11 1.86111512586689e-09 6.82401440120377e-07 -3.67672424408856e-11 -5.15015181522536e-09 2.68469339087769e-06 8.45343510433497e-11 7.01126694109224e-09 7.22943170336323e-23 1.02559941623708e-27 3.99596844457234e-26 2.93034491349009e-23 -1.57884634374014e-27 -2.21156056950659e-25 1.15285184932364e-22 3.63004517621429e-27 3.01075425842106e-25
1720 1.98787387501265e-13 3.38968795440453e-06 4.77020943960331e-11 5.04075492368010e-09 6.92537276875883e-07 -4.05177575691845e-11 5.07965043345610e-10 2.69715067752865e-06 8.82198519652176e-11 4.53278988033449e-09 7.27794101207917e-23 1.02420350733420e-27 1.08229186533886e-25 2.97386987685363e-23 -1.73989968101386e-27 2.18128610739158e-26 1.15820121473047e-22 3.78830669568226e-27 1.94645511993856e-25
1728 1.99711980001271e-13 3.40212758966186e-06 4.82862060425409e-11 1.52525691670227e-08 6.92713511051184e-07 -4.19912926417989e-11 9.00057406143613e-09 2.70941407861068e-06 9.02774986843397e-11 6.25199510558653e-09 7.30464994010807e-23 1.03674486855958e-27 3.27485302993765e-25 2.97462665561876e-23 -1.80317571988217e-27 3.86499571495155e-25 1.16346732245974e-22 3.87666545700134e-27 2.68471034492375e-25
1736 2.00636572501276e-13 3.41715226928536e-06 4.96580918304681e-11 1.81587861875924e-08 6.95802129257115e-07 -4.09346094764376e-11 1.06369624567287e-08 2.72135014002825e-06 9.05927013069057e-11 7.52182373086366e-09 7.33690917266756e-23 1.06620039359359e-27 3.89884191412161e-25 2.98788969423114e-23 -1.75779999297514e-27 4.56768802020137e-25 1.16859286511040e-22 3.89020078016232e-27 3.22999580804185e-25
1744 2.01561165001282e-13 3.42928197207549e-06 5.10691697085278e-11 2.73039408457915e-08 6.96944817304154e-07 -3.80421768738987e-11 2.17542731308012e-08 2.73233715477134e-06 8.91113465824265e-11 5.54966771499031e-09 7.36295264999883e-23 1.09649740528939e-27 5.86238242416263e-25 2.99279658614179e-23 -1.63359414190062e-27 9.34164552822048e-25 1.17331087138559e-22 3.82658895247939e-27 2.38311932010479e-25
1752 2.02485757501288e-13 3.44141804344841e-06 5.31915342876809e-11 1.79326474392536e-08 6.98667964649618e-07 -3.27142860218942e-11 1.02582802824090e-08 2.74275007879880e-06 8.59058203095751e-11 7.67436715684459e-09 7.38900980120525e-23 1.14206633204895e-27 3.85028805037093e-25 3.00019606650937e-23 -1.40480567605202e-27 4.40507561669423e-25 1.17778235359011e-22 3.68893834014991e-27 3.29550048404762e-25
1760 2.03410350001294e-13 3.45065268162978e-06 5.49492336804111e-11 5.90810147160319e-09 6.98262722379370e-07 -2.62022204402949e-11 -2.18590724315952e-09 2.75238995925041e-06 8.11514541207060e-11 8.09400871476271e-09 7.40883733484727e-23 1.17980559498209e-27 1.26851835868354e-25 2.99845588901921e-23 -1.12516678417062e-27 -9.38664808536118e-26 1.18192187806753e-22 3.48477797413480e-27 3.47570152590321e-25
1768 2.04334942501300e-13 3.47542501439603e-06 5.71734924214045e-11 -1.32774746397525e-08 7.14632296063952e-07 -1.77890720058337e-11 -2.03352552940023e-08 2.76079271833208e-06 7.49625644272382e-11 7.05778065424975e-09 7.46202558669508e-23 1.22756227385725e-27 -2.85078386321468e-25 3.06874955219517e-23 -7.63892242941459e-28 -8.73229574439210e-25 1.18553016211950e-22 3.21901679065597e-27 3.03072801796274e-25
1776 2.05259535001306e-13 3.50535206290301e-06 5.92885772680604e-11 -5.30811726818574e-09 7.36873373667873e-07 -8.32198564029283e-12 -1.45642096404756e-08 2.76847868923514e-06 6.76105629083532e-11 9.25609237228988e-09 7.52628144051679e-23 1.27297489872587e-27 -1.13969677689229e-25 3.16425642658819e-23 -3.57359859716414e-28 -6.25411306744057e-25 1.18883064544454e-22 2.90330965716815e-27 3.97471951365599e-25
1784 2.06184127501312e-13 3.53206190130974e-06 6.05339303666510e-11 -5.61410342522259e-09 7.56815733834855e-07 1.02167481214196e-12 -1.47518723338645e-08 2.77524616747489e-06 5.95122555545090e-11 9.13776890864196e-09 7.58362967757612e-23 1.29971366203585e-27 -1.20539454115207e-25 3.24989222722189e-23 4.38724101823849e-29 -6.33469853908422e-25 1.19173671279303e-22 2.55555491388932e-27 3.92390945678007e-25
1792 2.07108720001318e-13 3.54982790850601e-06 6.08311531906388e-11 -2.62847629914072e-09 7.68734664873060e-07 9.78746747772742e-12 -1.15220250319913e-08 2.78109324363295e-06 5.10436857129114e-11 8.89354873285063e-09 7.62177476766519e-23 1.30609528243727e-27 -5.64355649077877e-26 3.30107409303959e-23 4.20290079315321e-28 -4.94774856272950e-25 1.19424754422908e-22 2.19190048555922e-27 3.81903726457375e-25
1800 2.08033312501323e-13 3.56314391410548e-06 5.98760493473127e-11 8.30442217528854e-09 7.76706550501022e-07 1.73496790860878e-11 -2.42145165267987e-09 2.78643736360446e-06 4.25263702612248e-11 1.07258738279684e-08 7.65036533546171e-23 1.28558841122777e-27 1.78302827706067e-25 3.33530669151814e-23 7.45023982534893e-28 -1.03981148287743e-25 1.19654239794053e-22 1.82615283992065e-27 4.60586803699877e-25
1808 2.08957905001329e-13 3.57700766276260e-06 5.93079921566676e-11 1.62956398339347e-08 7.86043833455452e-07 2.50134694489104e-11 6.10485364935458e-09 2.79096382930714e-06 3.42945227077572e-11 1.01907861845801e-08 7.68013195300587e-23 1.27339175247743e-27 3.49880894822068e-25 3.37540253247431e-23 1.07411984586997e-27 2.62152536428292e-25 1.19848613735374e-22 1.47266365908488e-27 4.37609253215843e-25
1816 2.09882497501335e-13 3.58625592000071e-06 5.71486759701709e-11 2.36744845416627e-08 7.91382858844309e-07 3.03955388677646e-11 1.28868116975143e-08 2.79487306115641e-06 2.67531371024063e-11 1.07876728441484e-08 7.69998872789162e-23 1.22702944407871e-27 5.08310807080971e-25 3.39832919260632e-23 1.30523482919720e-27 5.53381058255889e-25 1.20016482631769e-22 1.14882405896022e-27 4.63240555906053e-25
1824 2.10807090001341e-13 3.59670571040493e-06 5.52757429554821e-11 2.73618735750144e-08 7.98160665550409e-07 3.51020649269393e-11 1.50958550747272e-08 2.79854504485452e-06 2.01736780285428e-11 1.22660185002871e-08 7.72242529408104e-23 1.18681601976404e-27 5.87482106133586e-25 3.42743421823806e-23 1.50734086073310e-27 6.48241043061211e-25 1.20174163699240e-22 8.66291178794980e-28 5.26723169205961e-25
1832 2.11731682501347e-13 3.61319890753621e-06 5.41542672594389e-11 2.60429980190291e-08 8.11568236010820e-07 3.91359838677598e-11 1.42197355647964e-08 2.80163067152539e-06 1.50182833916791e-11 1.18232624542327e-08 7.75783755545633e-23 1.16273700696973e-27 5.59164754719982e-25 3.48500854852375e-23 1.68056402754792e-27 6.10619018859705e-25 1.20306665623889e-22 6.44909986391533e-28 5.07710490580259e-25
1840 2.12656275001353e-13 3.63128609079021e-06 5.33699131595553e-11 8.95555160250869e-09 8.26702591792569e-07 4.17838249006579e-11 -4.43098572610734e-09 2.80458349899764e-06 1.15860882588974e-11 1.33865373286160e-08 7.79667223716389e-23 1.14589627428778e-27 1.92283116234925e-25 3.54999798124853e-23 1.79426671113421e-27 -1.90273872838771e-25 1.20433464930793e-22 4.97525837441347e-28 5.74840105308621e-25
1848 2.13580867501359e-13 3.65005912571741e-06 5.21626812581194e-11 -5.47346828976364e-09 8.42251176136644e-07 4.23015498216338e-11 -1.97116774254777e-08 2.80780794958076e-06 9.86113143648560e-12 1.42382091357140e-08 7.83697949926462e-23 1.11997600467967e-27 -1.17519901183304e-25 3.61676618009142e-23 1.81649867753365e-27 -8.46452106987299e-25 1.20571928184378e-22 4.23453331825698e-28 6.11412304620691e-25
1856 2.14505460001365e-13 3.66063156220975e-06 5.11873312783742e-11 -6.53273265654805e-09 8.49565531785790e-07 4.11935571728764e-11 -2.02590729393124e-08 2.81106603042396e-06 9.99377410549780e-12 1.37263402827643e-08 7.85967939677148e-23 1.09903443213907e-27 -1.40263185170955e-25 3.64817523583455e-23 1.76891963634790e-27 -8.69958177832486e-25 1.20711835577084e-22 4.29149227930242e-28 5.89431807490575e-25
1864 2.15430052501371e-13 3.67637707235424e-06 4.93075050068317e-11 2.53149486306383e-09 8.61457007483388e-07 3.70851172543790e-11 -1.29048487746600e-08 2.81492006487086e-06 1.22223877524527e-11 1.54363436377238e-08 7.89348631220977e-23 1.05867300388587e-27 5.43532930865212e-26 3.69923920386809e-23 1.59249641520955e-27 -5.54155600250683e-25 1.20877334205514e-22 5.24849592562195e-28 6.62862186423725e-25
1872 2.16354645001376e-13 3.69191781861923e-06 4.88334188794037e-11 3.21285522899893e-09 8.72338093104029e-07 3.24987703870954e-11 -1.20881604692080e-08 2.81957972551520e-06 1.63346484923083e-11 1.53010156982069e-08 7.92685358262571e-23 1.04849398175617e-27 6.89826649282589e-26 3.74596438940708e-23 1.39555107740846e-27 -5.19085650495505e-25 1.21077427758443e-22 7.01436886103881e-28 6.57050980352023e-25
1880 2.17279237501382e-13 3.71128494251621e-06 4.85713145614312e-11 1.03144377694756e-08 8.86359159617678e-07 2.63919011012603e-11 -4.48857771378237e-09 2.82492578289854e-06 2.21794134601709e-11 1.48030154832580e-08 7.96843640298907e-23 1.04286638478891e-27 2.21459528631426e-25 3.80617317345174e-23 1.13331198620814e-27 -1.92746968266464e-25 1.21306996325264e-22 9.52420783369692e-28 6.35666025529316e-25
1888 2.18203830001388e-13 3.72550204408016e-06 4.91079889678491e-11 1.36409844845695e-08 8.93859765212593e-07 1.94932971044768e-11 -2.93947364544705e-09 2.83164227886757e-06 2.96146918633723e-11 1.65804581300165e-08 7.99896169851390e-23 1.05438922914846e-27 2.92883244005934e-25 3.83838201733882e-23 8.37074493969097e-28 -1.26225871442394e-25 1.21595413796890e-22 1.27170396432782e-27 7.11992359454261e-25
1896 2.19128422501394e-13 3.74115351997846e-06 5.03057653078651e-11 9.84206016310695e-09 9.01551891756915e-07 1.19923983891421e-11 -5.65458765003058e-09 2.83960162822154e-06 3.83133669187230e-11 1.54966478131375e-08 8.03256671463102e-23 1.08010648001508e-27 2.11317189865077e-25 3.87141328393331e-23 5.14973468021553e-28 -2.42817367959072e-25 1.21937201453287e-22 1.64523949200861e-27 6.65451747689226e-25
1904 2.20053015001400e-13 3.76194096230179e-06 5.08837188192094e-11 -3.14701311836590e-10 9.13123915691499e-07 2.99188567123902e-12 -1.55910424607014e-08 2.84881704661029e-06 4.78918331479704e-11 1.52763411488648e-08 8.07719907638710e-23 1.09251562097398e-27 -6.75689802359103e-27 3.92110547313723e-23 1.28476530719404e-28 -6.69505210344589e-25 1.22332926796370e-22 2.05655471122855e-27 6.55991414297407e-25
1912 2.20977607501406e-13 3.77214810163743e-06 5.15555928979401e-11 9.87374398226196e-09 9.12339849575044e-07 -6.31491795322770e-12 -6.79055190452222e-09 2.85980825206238e-06 5.78705108511678e-11 1.66642958867842e-08 8.09911465061874e-23 1.10694131436618e-27 2.11997467725308e-25 3.91773856324943e-23 -2.71173045884601e-28 -2.91597556266836e-25 1.22804907379880e-22 2.48505567461696e-27 7.15592491717453e-25
1920 2.21902200001412e-13 3.78914891278973e-06 5.33543918214303e-11 1.68489694823821e-08 9.16834648218006e-07 -1.45101929485689e-11 2.40168849067179e-09 2.87231426457173e-06 6.78645847699993e-11 1.44472809917103e-08 8.13561680137371e-23 1.14556301829247e-27 3.61761341033649e-25 3.93703997377729e-23 -6.23091740443838e-28 1.03132485347427e-25 1.23341936289701e-22 2.91421777702878e-27 6.20390196719870e-25
1928 2.22826792501418e-13 3.80617728261304e-06 5.30100633945995e-11 2.39359382120266e-08 9.19889830157263e-07 -2.43847703963964e-11 9.66947449821985e-09 2.88628745245578e-06 7.73948337909959e-11 1.42664637138067e-08 8.17217812287968e-23 1.13817000155180e-27 5.13924434104742e-25 3.95015943151746e-23 -1.04712246628757e-27 4.15223265164598e-25 1.23941968142419e-22 3.32346246939117e-27 6.12625603044886e-25
1936 2.23751385001423e-13 3.82918295395306e-06 5.20183567971155e-11 2.46714645783357e-08 9.27090923793444e-07 -3.39149762401706e-11 9.51166432111263e-09 2.90209203015962e-06 8.59333330372861e-11 1.51598002572231e-08 8.22157320620539e-23 1.11687723887021e-27 5.29716794873146e-25 3.98108212140015e-23 -1.45636530454845e-27 4.08446634539353e-25 1.24620642910106e-22 3.69011978228887e-27 6.50986955206940e-25
